...1,gene id,...3,Gene,...5
IUUC-Hsa-046343,ENSG00000024048.10,Q8IWV8, KIAA0349,Homo sapiens
IUUC-Hsa-047000,ENSG00000125352.5,O15541,RNF113A,Homo sapiens
IUUC-Hsa-047000,ENSG00000125352.5,O15541, RNF113,Homo sapiens
IUUC-Hsa-047000,ENSG00000125352.5,O15541, ZNF183,Homo sapiens
IUUC-Hsa-046022,ENSG00000101966.12,P98170,XIAP,Homo sapiens
IUUC-Hsa-046022,ENSG00000101966.12,P98170, API3,Homo sapiens
IUUC-Hsa-046022,ENSG00000101966.12,P98170, BIRC4,Homo sapiens
IUUC-Hsa-046022,ENSG00000101966.12,P98170, IAP3,Homo sapiens
IUUC-Hsa-046736,ENSG00000156374.14,Q9BYE7,PCGF6,Homo sapiens
IUUC-Hsa-046736,ENSG00000156374.14,Q9BYE7, MBLR,Homo sapiens
IUUC-Hsa-046736,ENSG00000156374.14,Q9BYE7, RNF134,Homo sapiens
IUUC-Hsa-046831,ENSG00000214357.8,A8MQ27,NEURL1B,Homo sapiens
IUUC-Hsa-046831,ENSG00000214357.8,A8MQ27, NEURL3,Homo sapiens
IUUC-Hsa-045790,ENSG00000118518.15,Q9NTX7,RNF146,Homo sapiens
IUUC-Hsa-046163,ENSG00000135870.11,Q5TC82,RC3H1,Homo sapiens
IUUC-Hsa-046163,ENSG00000135870.11,Q5TC82, KIAA2025,Homo sapiens
IUUC-Hsa-046163,ENSG00000135870.11,Q5TC82, RNF198,Homo sapiens
IUUC-Hsa-045853,ENSG00000143207.19,Q8NHY2,RFWD2,Homo sapiens
IUUC-Hsa-045853,ENSG00000143207.19,Q8NHY2, COP1,Homo sapiens
IUUC-Hsa-045853,ENSG00000143207.19,Q8NHY2, RNF200,Homo sapiens
IUUC-Hsa-046100,ENSG00000121481.10,Q99496,RNF2,Homo sapiens
IUUC-Hsa-046100,ENSG00000121481.10,Q99496, BAP1,Homo sapiens
IUUC-Hsa-046100,ENSG00000121481.10,Q99496, DING,Homo sapiens
IUUC-Hsa-046100,ENSG00000121481.10,Q99496, HIPI3,Homo sapiens
IUUC-Hsa-046100,ENSG00000121481.10,Q99496, RING1B,Homo sapiens
IUUC-Hsa-046172,ENSG00000146414.15,Q149N8,SHPRH,Homo sapiens
IUUC-Hsa-046172,ENSG00000146414.15,Q149N8, KIAA2023,Homo sapiens
IUUC-Hsa-046950,ENSG00000198625.12,O15151,MDM4,Homo sapiens
IUUC-Hsa-046950,ENSG00000198625.12,O15151, MDMX,Homo sapiens
IUUC-Hsa-046085,ENSG00000162931.11,Q9Y577,TRIM17,Homo sapiens
IUUC-Hsa-046085,ENSG00000162931.11,Q9Y577, RBCC,Homo sapiens
IUUC-Hsa-046085,ENSG00000162931.11,Q9Y577, RNF16,Homo sapiens
IUUC-Hsa-046085,ENSG00000162931.11,Q9Y577, TERF,Homo sapiens
IUUC-Hsa-046308,ENSG00000185619.18,Q3KNV8,PCGF3,Homo sapiens
IUUC-Hsa-046308,ENSG00000185619.18,Q3KNV8, RNF3,Homo sapiens
IUUC-Hsa-046308,ENSG00000185619.18,Q3KNV8, RNF3A,Homo sapiens
IUUC-Hsa-046468,ENSG00000137522.17,Q9H920,RNF121,Homo sapiens
IUUC-Hsa-046040,ENSG00000198919.12,Q86Y13,DZIP3,Homo sapiens
IUUC-Hsa-046040,ENSG00000198919.12,Q86Y13, KIAA0675,Homo sapiens
IUUC-Hsa-046194,ENSG00000169189.16,Q8WV22,NSMCE1,Homo sapiens
IUUC-Hsa-046194,ENSG00000169189.16,Q8WV22, HSPC333,Homo sapiens
IUUC-Hsa-046194,ENSG00000169189.16,Q8WV22, HSPC337,Homo sapiens
IUUC-Hsa-046299,ENSG00000170633.16,Q969K3,RNF34,Homo sapiens
IUUC-Hsa-046514,ENSG00000198961.9,O43164,PJA2,Homo sapiens
IUUC-Hsa-046514,ENSG00000198961.9,O43164, KIAA0438,Homo sapiens
IUUC-Hsa-046514,ENSG00000198961.9,O43164, RNF131,Homo sapiens
IUUC-Hsa-045991,ENSG00000168411.13,Q6PCD5,RFWD3,Homo sapiens
IUUC-Hsa-045991,ENSG00000168411.13,Q6PCD5, RNF201,Homo sapiens
IUUC-Hsa-045844,ENSG00000197579.7,Q9NS56,TOPORS,Homo sapiens
IUUC-Hsa-045844,ENSG00000197579.7,Q9NS56, LUN,Homo sapiens
IUUC-Hsa-045844,ENSG00000197579.7,Q9NS56, TP53BPL,Homo sapiens
IUUC-Hsa-046302,ENSG00000198060.9,Q9NX47,5-Mar,Homo sapiens
IUUC-Hsa-046302,ENSG00000198060.9,Q9NX47, RNF153,Homo sapiens
IUUC-Hsa-046261,ENSG00000197329.11,Q96FA3,PELI1,Homo sapiens
IUUC-Hsa-046261,ENSG00000197329.11,Q96FA3, PRISM,Homo sapiens
IUUC-Hsa-046169,ENSG00000197323.11,Q9UPN9,TRIM33,Homo sapiens
IUUC-Hsa-046169,ENSG00000197323.11,Q9UPN9, KIAA1113,Homo sapiens
IUUC-Hsa-046169,ENSG00000197323.11,Q9UPN9, RFG7,Homo sapiens
IUUC-Hsa-046169,ENSG00000197323.11,Q9UPN9, TIF1G,Homo sapiens
IUUC-Hsa-046086,ENSG00000012048.20,P38398,BRCA1,Homo sapiens
IUUC-Hsa-046086,ENSG00000012048.20,P38398, RNF53,Homo sapiens
IUUC-Hsa-046161,ENSG00000112343.10,O00635,TRIM38,Homo sapiens
IUUC-Hsa-046161,ENSG00000112343.10,O00635, RNF15,Homo sapiens
IUUC-Hsa-046161,ENSG00000112343.10,O00635, RORET,Homo sapiens
IUUC-Hsa-046307,ENSG00000164751.14,P28328,PEX2,Homo sapiens
IUUC-Hsa-046307,ENSG00000164751.14,P28328, PAF1,Homo sapiens
IUUC-Hsa-046307,ENSG00000164751.14,P28328, PMP3,Homo sapiens
IUUC-Hsa-046307,ENSG00000164751.14,P28328, PMP35,Homo sapiens
IUUC-Hsa-046307,ENSG00000164751.14,P28328, PXMP3,Homo sapiens
IUUC-Hsa-046307,ENSG00000164751.14,P28328, RNF72,Homo sapiens
IUUC-Hsa-046869,ENSG00000007944.14,Q8WY64,MYLIP,Homo sapiens
IUUC-Hsa-046869,ENSG00000007944.14,Q8WY64, BZF1,Homo sapiens
IUUC-Hsa-046869,ENSG00000007944.14,Q8WY64, IDOL,Homo sapiens
IUUC-Hsa-046869,ENSG00000007944.14,Q8WY64, BM-023,Homo sapiens
IUUC-Hsa-046869,ENSG00000007944.14,Q8WY64, PP5242,Homo sapiens
IUUC-Hsa-046357,ENSG00000196470.11,Q8IUQ4,SIAH1,Homo sapiens
IUUC-Hsa-046357,ENSG00000196470.11,Q8IUQ4, HUMSIAH,Homo sapiens
IUUC-Hsa-046345,ENSG00000204977.9,O60858,TRIM13,Homo sapiens
IUUC-Hsa-046345,ENSG00000204977.9,O60858, LEU5,Homo sapiens
IUUC-Hsa-046345,ENSG00000204977.9,O60858, RFP2,Homo sapiens
IUUC-Hsa-046345,ENSG00000204977.9,O60858, RNF77,Homo sapiens
IUUC-Hsa-046707,ENSG00000146833.15,Q9C037,TRIM4,Homo sapiens
IUUC-Hsa-046707,ENSG00000146833.15,Q9C037, RNF87,Homo sapiens
IUUC-Hsa-045704,ENSG00000187147.17,Q5VTB9,RNF220,Homo sapiens
IUUC-Hsa-045704,ENSG00000187147.17,Q5VTB9, C1orf164,Homo sapiens
IUUC-Hsa-046123,ENSG00000258588.3,Q9BYJ4,TRIM6-TRIM34,Homo sapiens
IUUC-Hsa-046123,ENSG00000258588.3,Q9BYJ4, TRIM34,Homo sapiens
IUUC-Hsa-046123,ENSG00000258588.3,Q9BYJ4, IFP1,Homo sapiens
IUUC-Hsa-046123,ENSG00000258588.3,Q9BYJ4, RNF21,Homo sapiens
IUUC-Hsa-046849,ENSG00000122257.18,Q7Z6E9,RBBP6,Homo sapiens
IUUC-Hsa-046849,ENSG00000122257.18,Q7Z6E9, P2PR,Homo sapiens
IUUC-Hsa-046849,ENSG00000122257.18,Q7Z6E9, PACT,Homo sapiens
IUUC-Hsa-046849,ENSG00000122257.18,Q7Z6E9, RBQ1,Homo sapiens
IUUC-Hsa-046849,ENSG00000122257.18,Q7Z6E9, My038,Homo sapiens
IUUC-Hsa-046548,ENSG00000127870.16,Q9Y252,RNF6,Homo sapiens
IUUC-Hsa-046548,ENSG00000127870.16,Q9Y252, SPG2,Homo sapiens
IUUC-Hsa-046402,ENSG00000181852.17,Q9H4P4,RNF41,Homo sapiens
IUUC-Hsa-046402,ENSG00000181852.17,Q9H4P4, FLRF,Homo sapiens
IUUC-Hsa-046402,ENSG00000181852.17,Q9H4P4, NRDP1,Homo sapiens
IUUC-Hsa-046402,ENSG00000181852.17,Q9H4P4, SBBI03,Homo sapiens
IUUC-Hsa-046785,ENSG00000122779.17,O15164,TRIM24,Homo sapiens
IUUC-Hsa-046785,ENSG00000122779.17,O15164, RNF82,Homo sapiens
IUUC-Hsa-046785,ENSG00000122779.17,O15164, TIF1,Homo sapiens
IUUC-Hsa-046785,ENSG00000122779.17,O15164, TIF1A,Homo sapiens
IUUC-Hsa-046346,ENSG00000187566.4,Q6VVB1,NHLRC1,Homo sapiens
IUUC-Hsa-046346,ENSG00000187566.4,Q6VVB1, EPM2B,Homo sapiens
IUUC-Hsa-046802,ENSG00000188050.2,Q8WVZ7,RNF133,Homo sapiens
IUUC-Hsa-046365,ENSG00000109654.14,Q9C040,TRIM2,Homo sapiens
IUUC-Hsa-046365,ENSG00000109654.14,Q9C040, KIAA0517,Homo sapiens
IUUC-Hsa-046365,ENSG00000109654.14,Q9C040, RNF86,Homo sapiens
IUUC-Hsa-046738,ENSG00000180628.14,Q86SE9,PCGF5,Homo sapiens
IUUC-Hsa-046738,ENSG00000180628.14,Q86SE9, RNF159,Homo sapiens
IUUC-Hsa-046894,ENSG00000186187.11,Q8ND25,ZNRF1,Homo sapiens
IUUC-Hsa-046894,ENSG00000186187.11,Q8ND25, NIN283,Homo sapiens
IUUC-Hsa-046475,ENSG00000163462.17,Q7Z4K8,TRIM46,Homo sapiens
IUUC-Hsa-046475,ENSG00000163462.17,Q7Z4K8, TRIFIC,Homo sapiens
IUUC-Hsa-046661,ENSG00000108175.16,Q9ULJ6,ZMIZ1,Homo sapiens
IUUC-Hsa-046661,ENSG00000108175.16,Q9ULJ6, KIAA1224,Homo sapiens
IUUC-Hsa-046661,ENSG00000108175.16,Q9ULJ6, RAI17,Homo sapiens
IUUC-Hsa-046661,ENSG00000108175.16,Q9ULJ6, ZIMP10,Homo sapiens
IUUC-Hsa-046039,ENSG00000146755.10,Q86XT4,TRIM50,Homo sapiens
IUUC-Hsa-046039,ENSG00000146755.10,Q86XT4, TRIM50A,Homo sapiens
IUUC-Hsa-045776,ENSG00000131263.12,Q9NVW2,RLIM,Homo sapiens
IUUC-Hsa-045776,ENSG00000131263.12,Q9NVW2, RNF12,Homo sapiens
IUUC-Hsa-047015,ENSG00000183654.8,A6NNE9,11-Mar,Homo sapiens
IUUC-Hsa-046651,ENSG00000183763.8,Q9BWF2,TRAIP,Homo sapiens
IUUC-Hsa-046651,ENSG00000183763.8,Q9BWF2, RNF206,Homo sapiens
IUUC-Hsa-046651,ENSG00000183763.8,Q9BWF2, TRIP,Homo sapiens
IUUC-Hsa-046550,ENSG00000181481.13,Q8IUD6,RNF135,Homo sapiens
IUUC-Hsa-046550,ENSG00000181481.13,Q8IUD6, L13,Homo sapiens
IUUC-Hsa-046786,ENSG00000164068.15,Q5XPI4,RNF123,Homo sapiens
IUUC-Hsa-046786,ENSG00000164068.15,Q5XPI4, KPC1,Homo sapiens
IUUC-Hsa-046786,ENSG00000164068.15,Q5XPI4, FP1477,Homo sapiens
IUUC-Hsa-046117,ENSG00000131653.12,Q6Q0C0,TRAF7,Homo sapiens
IUUC-Hsa-046117,ENSG00000131653.12,Q6Q0C0, RFWD1,Homo sapiens
IUUC-Hsa-046117,ENSG00000131653.12,Q6Q0C0, RNF119,Homo sapiens
IUUC-Hsa-045707,ENSG00000138942.15,Q96GF1,RNF185,Homo sapiens
IUUC-Hsa-046729,ENSG00000022840.15,Q8N5U6,RNF10,Homo sapiens
IUUC-Hsa-046729,ENSG00000022840.15,Q8N5U6, KIAA0262,Homo sapiens
IUUC-Hsa-046729,ENSG00000022840.15,Q8N5U6, RIE2,Homo sapiens
IUUC-Hsa-045732,ENSG00000103549.21,O75150,RNF40,Homo sapiens
IUUC-Hsa-045732,ENSG00000103549.21,O75150, BRE1B,Homo sapiens
IUUC-Hsa-045732,ENSG00000103549.21,O75150, KIAA0661,Homo sapiens
IUUC-Hsa-045737,ENSG00000163743.13,Q96PM5,RCHY1,Homo sapiens
IUUC-Hsa-045737,ENSG00000163743.13,Q96PM5, ARNIP,Homo sapiens
IUUC-Hsa-045737,ENSG00000163743.13,Q96PM5, CHIMP,Homo sapiens
IUUC-Hsa-045737,ENSG00000163743.13,Q96PM5, PIRH2,Homo sapiens
IUUC-Hsa-045737,ENSG00000163743.13,Q96PM5, RNF199,Homo sapiens
IUUC-Hsa-045737,ENSG00000163743.13,Q96PM5, ZNF363,Homo sapiens
IUUC-Hsa-045716,ENSG00000091073.19,Q86UW9,DTX2,Homo sapiens
IUUC-Hsa-045716,ENSG00000091073.19,Q86UW9, KIAA1528,Homo sapiens
IUUC-Hsa-045716,ENSG00000091073.19,Q86UW9, RNF58,Homo sapiens
IUUC-Hsa-046232,ENSG00000175809.5,Q8N7E2,ZNF645,Homo sapiens
IUUC-Hsa-046865,ENSG00000148356.13,Q6UWE0,LRSAM1,Homo sapiens
IUUC-Hsa-046865,ENSG00000148356.13,Q6UWE0, TAL,Homo sapiens
IUUC-Hsa-046865,ENSG00000148356.13,Q6UWE0, UNQ6496/PRO21356,Homo sapiens
IUUC-Hsa-046291,ENSG00000180233.10,Q8NHG8,ZNRF2,Homo sapiens
IUUC-Hsa-046291,ENSG00000180233.10,Q8NHG8, RNF202,Homo sapiens
IUUC-Hsa-046533,ENSG00000177238.13,Q6ZMU5,TRIM72,Homo sapiens
IUUC-Hsa-046533,ENSG00000177238.13,Q6ZMU5, MG53,Homo sapiens
IUUC-Hsa-046763,ENSG00000174516.14,Q8N2H9,PELI3,Homo sapiens
IUUC-Hsa-046424,ENSG00000163961.4,Q8IYW5,RNF168,Homo sapiens
IUUC-Hsa-045828,ENSG00000121060.15,Q14258,TRIM25,Homo sapiens
IUUC-Hsa-045828,ENSG00000121060.15,Q14258, EFP,Homo sapiens
IUUC-Hsa-045828,ENSG00000121060.15,Q14258, RNF147,Homo sapiens
IUUC-Hsa-045828,ENSG00000121060.15,Q14258, ZNF147,Homo sapiens
IUUC-Hsa-046666,ENSG00000080802.18,O95628,CNOT4,Homo sapiens
IUUC-Hsa-046666,ENSG00000080802.18,O95628, NOT4,Homo sapiens
IUUC-Hsa-045798,ENSG00000092871.16,Q8WZ73,RFFL,Homo sapiens
IUUC-Hsa-045798,ENSG00000092871.16,Q8WZ73, RNF189,Homo sapiens
IUUC-Hsa-045798,ENSG00000092871.16,Q8WZ73, RNF34L,Homo sapiens
IUUC-Hsa-046509,ENSG00000146063.18,Q8WV44,TRIM41,Homo sapiens
IUUC-Hsa-046509,ENSG00000146063.18,Q8WV44, RINCK,Homo sapiens
IUUC-Hsa-046212,ENSG00000063978.15,P78317,RNF4,Homo sapiens
IUUC-Hsa-046212,ENSG00000063978.15,P78317, SNURF,Homo sapiens
IUUC-Hsa-046212,ENSG00000063978.15,P78317, RES4-26,Homo sapiens
IUUC-Hsa-046179,ENSG00000181788.3,O43255,SIAH2,Homo sapiens
IUUC-Hsa-046649,ENSG00000158717.10,Q96A37,RNF166,Homo sapiens
IUUC-Hsa-046568,ENSG00000176641.10,Q8N8N0,RNF152,Homo sapiens
IUUC-Hsa-046013,ENSG00000173456.4,Q9BY78,RNF26,Homo sapiens
IUUC-Hsa-047030,ENSG00000006715.15,P49754,VPS41,Homo sapiens
IUUC-Hsa-045930,ENSG00000071794.15,Q14527,HLTF,Homo sapiens
IUUC-Hsa-045930,ENSG00000071794.15,Q14527, HIP116A,Homo sapiens
IUUC-Hsa-045930,ENSG00000071794.15,Q14527, RNF80,Homo sapiens
IUUC-Hsa-045930,ENSG00000071794.15,Q14527, SMARCA3,Homo sapiens
IUUC-Hsa-045930,ENSG00000071794.15,Q14527, SNF2L3,Homo sapiens
IUUC-Hsa-045930,ENSG00000071794.15,Q14527, ZBU1,Homo sapiens
IUUC-Hsa-046940,ENSG00000174579.3,Q9HCI7,MSL2,Homo sapiens
IUUC-Hsa-046940,ENSG00000174579.3,Q9HCI7, KIAA1585,Homo sapiens
IUUC-Hsa-046940,ENSG00000174579.3,Q9HCI7, MSL2L1,Homo sapiens
IUUC-Hsa-046940,ENSG00000174579.3,Q9HCI7, RNF184,Homo sapiens
IUUC-Hsa-045690,ENSG00000213186.7,Q8IWR1,TRIM59,Homo sapiens
IUUC-Hsa-045690,ENSG00000213186.7,Q8IWR1, RNF104,Homo sapiens
IUUC-Hsa-045690,ENSG00000213186.7,Q8IWR1, TRIM57,Homo sapiens
IUUC-Hsa-045690,ENSG00000213186.7,Q8IWR1, TSBF1,Homo sapiens
IUUC-Hsa-046507,ENSG00000172985.10,Q8TEJ3,SH3RF3,Homo sapiens
IUUC-Hsa-046507,ENSG00000172985.10,Q8TEJ3, POSH2,Homo sapiens
IUUC-Hsa-046507,ENSG00000172985.10,Q8TEJ3, SH3MD4,Homo sapiens
IUUC-Hsa-046673,ENSG00000122515.14,Q8NF64,ZMIZ2,Homo sapiens
IUUC-Hsa-046673,ENSG00000122515.14,Q8NF64, KIAA1886,Homo sapiens
IUUC-Hsa-046673,ENSG00000122515.14,Q8NF64, ZIMP7,Homo sapiens
IUUC-Hsa-046673,ENSG00000122515.14,Q8NF64, HRIHFB2007,Homo sapiens
IUUC-Hsa-046429,ENSG00000173926.5,Q86UD3,3-Mar,Homo sapiens
IUUC-Hsa-046429,ENSG00000173926.5,Q86UD3, RNF173,Homo sapiens
IUUC-Hsa-045980,ENSG00000168894.9,Q9P0P0,RNF181,Homo sapiens
IUUC-Hsa-045980,ENSG00000168894.9,Q9P0P0, HSPC238,Homo sapiens
IUUC-Hsa-046238,ENSG00000169871.12,Q9BRZ2,TRIM56,Homo sapiens
IUUC-Hsa-046238,ENSG00000169871.12,Q9BRZ2, RNF109,Homo sapiens
IUUC-Hsa-046778,ENSG00000168159.10,Q5TA31,RNF187,Homo sapiens
IUUC-Hsa-046395,ENSG00000189050.15,Q5M7Z0,RNFT1,Homo sapiens
IUUC-Hsa-046395,ENSG00000189050.15,Q5M7Z0, PTD016,Homo sapiens
IUUC-Hsa-046042,ENSG00000104228.12,Q9UPQ4,TRIM35,Homo sapiens
IUUC-Hsa-046042,ENSG00000104228.12,Q9UPQ4, HLS5,Homo sapiens
IUUC-Hsa-046042,ENSG00000104228.12,Q9UPQ4, KIAA1098,Homo sapiens
IUUC-Hsa-045836,ENSG00000170881.4,Q8WU17,RNF139,Homo sapiens
IUUC-Hsa-045836,ENSG00000170881.4,Q8WU17, TRC8,Homo sapiens
IUUC-Hsa-046158,ENSG00000171206.13,Q9BZR9,TRIM8,Homo sapiens
IUUC-Hsa-046158,ENSG00000171206.13,Q9BZR9, GERP,Homo sapiens
IUUC-Hsa-046158,ENSG00000171206.13,Q9BZR9, RNF27,Homo sapiens
IUUC-Hsa-046110,ENSG00000170604.4,Q8IU81,IRF2BP1,Homo sapiens
IUUC-Hsa-046031,ENSG00000167333.12,Q6AZZ1,TRIM68,Homo sapiens
IUUC-Hsa-046031,ENSG00000167333.12,Q6AZZ1, GC109,Homo sapiens
IUUC-Hsa-046031,ENSG00000167333.12,Q6AZZ1, RNF137,Homo sapiens
IUUC-Hsa-046031,ENSG00000167333.12,Q6AZZ1, SS56,Homo sapiens
IUUC-Hsa-045964,ENSG00000166349.9,P15918,RAG1,Homo sapiens
IUUC-Hsa-045964,ENSG00000166349.9,P15918, RNF74,Homo sapiens
IUUC-Hsa-046503,ENSG00000100505.13,Q9C026,TRIM9,Homo sapiens
IUUC-Hsa-046503,ENSG00000100505.13,Q9C026, KIAA0282,Homo sapiens
IUUC-Hsa-046503,ENSG00000100505.13,Q9C026, RNF91,Homo sapiens
IUUC-Hsa-045921,ENSG00000163840.9,Q8TDB6,DTX3L,Homo sapiens
IUUC-Hsa-045921,ENSG00000163840.9,Q8TDB6, BBAP,Homo sapiens
IUUC-Hsa-045739,ENSG00000163481.7,Q96BH1,RNF25,Homo sapiens
IUUC-Hsa-046776,ENSG00000163012.3,Q8NEG5,ZSWIM2,Homo sapiens
IUUC-Hsa-046776,ENSG00000163012.3,Q8NEG5, ZZZ2,Homo sapiens
IUUC-Hsa-046723,ENSG00000070423.17,Q9BV68,RNF126,Homo sapiens
IUUC-Hsa-047025,ENSG00000116525.13,Q9BVG3,TRIM62,Homo sapiens
IUUC-Hsa-046753,ENSG00000159459.11,Q8IWV7,UBR1,Homo sapiens
IUUC-Hsa-046272,ENSG00000159461.14,Q9UKV5,AMFR,Homo sapiens
IUUC-Hsa-046272,ENSG00000159461.14,Q9UKV5, RNF45,Homo sapiens
IUUC-Hsa-046916,ENSG00000132170.19,P37231,PPARG,Homo sapiens
IUUC-Hsa-046916,ENSG00000132170.19,P37231, NR1C3,Homo sapiens
IUUC-Hsa-046704,ENSG00000156831.7,Q96MF7,NSMCE2,Homo sapiens
IUUC-Hsa-046704,ENSG00000156831.7,Q96MF7, C8orf36,Homo sapiens
IUUC-Hsa-046704,ENSG00000156831.7,Q96MF7, MMS21,Homo sapiens
IUUC-Hsa-046130,ENSG00000155428.12,Q86UV6,TRIM74,Homo sapiens
IUUC-Hsa-046130,ENSG00000155428.12,Q86UV6, TRIM50C,Homo sapiens
IUUC-Hsa-046315,ENSG00000154447.14,Q7Z6J0,SH3RF1,Homo sapiens
IUUC-Hsa-046315,ENSG00000154447.14,Q7Z6J0, KIAA1494,Homo sapiens
IUUC-Hsa-046315,ENSG00000154447.14,Q7Z6J0, POSH,Homo sapiens
IUUC-Hsa-046315,ENSG00000154447.14,Q7Z6J0, RNF142,Homo sapiens
IUUC-Hsa-046315,ENSG00000154447.14,Q7Z6J0, SH3MD2,Homo sapiens
IUUC-Hsa-046332,ENSG00000154370.14,Q96F44,TRIM11,Homo sapiens
IUUC-Hsa-046332,ENSG00000154370.14,Q96F44, RNF92,Homo sapiens
IUUC-Hsa-046810,ENSG00000152503.9,Q9NQ86,TRIM36,Homo sapiens
IUUC-Hsa-046810,ENSG00000152503.9,Q9NQ86, RBCC728,Homo sapiens
IUUC-Hsa-046810,ENSG00000152503.9,Q9NQ86, RNF98,Homo sapiens
IUUC-Hsa-046422,ENSG00000147854.16,Q96PU4,UHRF2,Homo sapiens
IUUC-Hsa-046422,ENSG00000147854.16,Q96PU4, NIRF,Homo sapiens
IUUC-Hsa-046422,ENSG00000147854.16,Q96PU4, RNF107,Homo sapiens
IUUC-Hsa-046275,ENSG00000145495.14,O60337,6-Mar,Homo sapiens
IUUC-Hsa-046275,ENSG00000145495.14,O60337, KIAA0597,Homo sapiens
IUUC-Hsa-046275,ENSG00000145495.14,O60337, RNF176,Homo sapiens
IUUC-Hsa-046275,ENSG00000145495.14,O60337, TEB4,Homo sapiens
IUUC-Hsa-045901,ENSG00000114125.13,Q9UBF6,RNF7,Homo sapiens
IUUC-Hsa-045901,ENSG00000114125.13,Q9UBF6, RBX2,Homo sapiens
IUUC-Hsa-045901,ENSG00000114125.13,Q9UBF6, ROC2,Homo sapiens
IUUC-Hsa-045901,ENSG00000114125.13,Q9UBF6, SAG,Homo sapiens
IUUC-Hsa-046918,ENSG00000144583.4,Q9P2E8,4-Mar,Homo sapiens
IUUC-Hsa-046918,ENSG00000144583.4,Q9P2E8, KIAA1399,Homo sapiens
IUUC-Hsa-046918,ENSG00000144583.4,Q9P2E8, RNF174,Homo sapiens
IUUC-Hsa-046700,ENSG00000144015.4,Q96BQ3,TRIM43,Homo sapiens
IUUC-Hsa-045735,ENSG00000142273.10,Q9ULV8,CBLC,Homo sapiens
IUUC-Hsa-045735,ENSG00000142273.10,Q9ULV8, CBL3,Homo sapiens
IUUC-Hsa-045735,ENSG00000142273.10,Q9ULV8, RNF57,Homo sapiens
IUUC-Hsa-046113,ENSG00000141569.10,Q6PJ69,TRIM65,Homo sapiens
IUUC-Hsa-045861,ENSG00000140464.19,P29590,PML,Homo sapiens
IUUC-Hsa-045861,ENSG00000140464.19,P29590, MYL,Homo sapiens
IUUC-Hsa-045861,ENSG00000140464.19,P29590, PP8675,Homo sapiens
IUUC-Hsa-045861,ENSG00000140464.19,P29590, RNF71,Homo sapiens
IUUC-Hsa-045861,ENSG00000140464.19,P29590, TRIM19,Homo sapiens
IUUC-Hsa-045838,ENSG00000139946.9,Q9HAT8,PELI2,Homo sapiens
IUUC-Hsa-046222,ENSG00000139797.7,Q8IZP6,RNF113B,Homo sapiens
IUUC-Hsa-046222,ENSG00000139797.7,Q8IZP6, RNF161,Homo sapiens
IUUC-Hsa-046222,ENSG00000139797.7,Q8IZP6, ZNF183L1,Homo sapiens
IUUC-Hsa-046250,ENSG00000139266.5,Q86YJ5,9-Mar,Homo sapiens
IUUC-Hsa-046250,ENSG00000139266.5,Q86YJ5, RNF179,Homo sapiens
IUUC-Hsa-047009,ENSG00000110315.6,Q8WVD5,RNF141,Homo sapiens
IUUC-Hsa-047009,ENSG00000110315.6,Q8WVD5, ZNF230,Homo sapiens
IUUC-Hsa-045957,ENSG00000070950.9,Q9NS91,RAD18,Homo sapiens
IUUC-Hsa-045957,ENSG00000070950.9,Q9NS91, RNF73,Homo sapiens
IUUC-Hsa-047032,ENSG00000070047.11,Q9P1Y6,PHRF1,Homo sapiens
IUUC-Hsa-047032,ENSG00000070047.11,Q9P1Y6, KIAA1542,Homo sapiens
IUUC-Hsa-046597,ENSG00000090432.6,Q969V5,MUL1,Homo sapiens
IUUC-Hsa-046597,ENSG00000090432.6,Q969V5, C1orf166,Homo sapiens
IUUC-Hsa-046597,ENSG00000090432.6,Q969V5, GIDE,Homo sapiens
IUUC-Hsa-046597,ENSG00000090432.6,Q969V5, MAPL,Homo sapiens
IUUC-Hsa-046597,ENSG00000090432.6,Q969V5, MULAN,Homo sapiens
IUUC-Hsa-046597,ENSG00000090432.6,Q969V5, RNF218,Homo sapiens
IUUC-Hsa-046306,ENSG00000114423.18,Q13191,CBLB,Homo sapiens
IUUC-Hsa-046306,ENSG00000114423.18,Q13191, RNF56,Homo sapiens
IUUC-Hsa-046306,ENSG00000114423.18,Q13191, Nbla00127,Homo sapiens
IUUC-Hsa-046177,ENSG00000110395.6,P22681,CBL,Homo sapiens
IUUC-Hsa-046177,ENSG00000110395.6,P22681, CBL2,Homo sapiens
IUUC-Hsa-046177,ENSG00000110395.6,P22681, RNF55,Homo sapiens
IUUC-Hsa-046470,ENSG00000072201.13,Q8TBB1,LNX1,Homo sapiens
IUUC-Hsa-046470,ENSG00000072201.13,Q8TBB1, LNX,Homo sapiens
IUUC-Hsa-046470,ENSG00000072201.13,Q8TBB1, PDZRN2,Homo sapiens
IUUC-Hsa-046470,ENSG00000072201.13,Q8TBB1, UNQ574/PRO1136,Homo sapiens
IUUC-Hsa-046677,ENSG00000121440.14,Q9UPQ7,PDZRN3,Homo sapiens
IUUC-Hsa-046677,ENSG00000121440.14,Q9UPQ7, KIAA1095,Homo sapiens
IUUC-Hsa-046677,ENSG00000121440.14,Q9UPQ7, LNX3,Homo sapiens
IUUC-Hsa-046677,ENSG00000121440.14,Q9UPQ7, SEMCAP3,Homo sapiens
IUUC-Hsa-046144,ENSG00000023445.13,Q13489,BIRC3,Homo sapiens
IUUC-Hsa-046144,ENSG00000023445.13,Q13489, API2,Homo sapiens
